year,ref_kn1003,ref_kn2004,ref_kn2005,ndep_kn2003,ndep_kn2004,ndep_kn2005,ref_kn2003_cum,ref_kn2004_cum,ref_kn2005_cum,ndep_kn2003_cum,ndep_kn2004,ndep_kn2005_cum,kn2003_effect,kn2004_effect,kn2005_effect,kn2003_effect,kn2004_effect,kn2005_effect
1701,-19.055,-20.187,-20.259,-19.539,-18.239,-20.518,-19.055,-20.187,-20.259,-19.539,-18.239,-20.518,-0.484,1.948,-0.259,-0.000484,0.001948,-0.000259
1702,21.404,19.389,17.83,15.253,19.898,16.442,2.349,-0.798,-2.429,-4.286,1.659,-4.076,-6.635,2.457,-1.647,-0.006635,0.002457,-0.001647
1703,-29.878,-31.793,-35.343,-38.506,-31.327,-35.859,-27.529,-32.591,-37.772,-42.792,-29.668,-39.935,-15.263,2.923,-2.163,-0.015263,0.002923,-0.002163
1704,-21.848,-22.461,-29.618,-32.646,-22.801,-29.201,-49.377,-55.052,-67.39,-75.438,-52.469,-69.136,-26.061,2.583,-1.746,-0.026061,0.002583,-0.001746
1705,31.481,32.15,22.138,19.761,31.07,22.664,-17.896,-22.902,-45.252,-55.677,-21.399,-46.472,-37.781,1.503,-1.22,-0.037781,0.001503,-0.00122
1706,-34.067,-32.544,-43.53,-46.134,-34.534,-43.086,-51.963,-55.446,-88.782,-101.811,-55.933,-89.558,-49.848,-0.487,-0.776,-0.049848,-0.000487,-0.000776
1707,-19.091,-17.799,-26.916,-27.6,-17.141,-24.628,-71.054,-73.245,-115.698,-129.411,-73.074,-114.186,-58.357,0.171,1.512,-0.058357,0.000171,0.001512
1708,35.697,36.773,28.821,24.327,34.038,27.103,-35.357,-36.472,-86.877,-105.084,-39.036,-87.083,-69.727,-2.564,-0.206,-0.069727,-0.002564,-0.000206
1709,-28.67,-27.563,-34.372,-37.713,-27.179,-33.517,-64.027,-64.035,-121.249,-142.797,-66.215,-120.6,-78.77,-2.18,0.649,-0.07877,-0.00218,0.000649
1710,-16.748,-16.285,-21.009,-25.955,-14.317,-19.432,-80.775,-80.32,-142.258,-168.752,-80.532,-140.032,-87.977,-0.212,2.226,-0.087977,-0.000212,0.002226
1711,44.835,44.625,41.878,30.328,42.499,39.37,-35.94,-35.695,-100.38,-138.424,-38.033,-100.662,-102.484,-2.338,-0.282,-0.102484,-0.002338,-0.000282
1712,-28.531,-29.156,-30.662,-38.971,-27.281,-29.577,-64.471,-64.851,-131.042,-177.395,-65.314,-130.239,-112.924,-0.463,0.803,-0.112924,-0.000463,0.000803
1713,-15.707,-16.659,-18.174,-25.524,-15.228,-17.003,-80.178,-81.51,-149.216,-202.919,-80.542,-147.242,-122.741,0.968,1.974,-0.122741,0.000968,0.001974
1714,44.405,43.276,40.65,33.039,42.076,39.6,-35.773,-38.234,-108.566,-169.88,-38.466,-107.642,-134.107,-0.232,0.924,-0.134107,-0.000232,0.000924
1715,-33.927,-34.709,-38.304,-42.934,-34.007,-36.987,-69.7,-72.943,-146.87,-212.814,-72.473,-144.629,-143.114,0.47,2.241,-0.143114,0.00047,0.002241
1716,-24.707,-25.42,-29.636,-32.564,-23.794,-27.222,-94.407,-98.363,-176.506,-245.378,-96.267,-171.851,-150.971,2.096,4.655,-0.150971,0.002096,0.004655
1717,43.101,42.778,38.233,32.792,41.811,37.762,-51.306,-55.585,-138.273,-212.586,-54.456,-134.089,-161.28,1.129,4.184,-0.16128,0.001129,0.004184
1718,-36.576,-36.064,-41.768,-48.605,-38.665,-43.646,-87.882,-91.649,-180.041,-261.191,-93.121,-177.735,-173.309,-1.472,2.306,-0.173309,-0.001472,0.002306
1719,-29.799,-29.502,-34.295,-39.642,-28.362,-32.883,-117.681,-121.151,-214.336,-300.833,-121.483,-210.618,-183.152,-0.332,3.718,-0.183152,-0.000332,0.003718
1720,31.52,32.508,26.423,20.22,30.62,25.431,-86.161,-88.643,-187.913,-280.613,-90.863,-185.187,-194.452,-2.22,2.726,-0.194452,-0.00222,0.002726
1721,-36.247,-34.431,-41.72,-47.013,-37.448,-43.888,-122.408,-123.074,-229.633,-327.626,-128.311,-229.075,-205.218,-5.237,0.558,-0.205218,-0.005237,0.000558
1722,-34.777,-33.348,-40.144,-40.46,-30.961,-37.729,-157.185,-156.422,-269.777,-368.086,-159.272,-266.804,-210.901,-2.85,2.973,-0.210901,-0.00285,0.002973
1723,28.606,29.762,23.879,18.598,28.764,22.533,-128.579,-126.66,-245.898,-349.488,-130.508,-244.271,-220.909,-3.848,1.627,-0.220909,-0.003848,0.001627
1724,-35.047,-34.361,-39.297,-45.739,-34.749,-40.354,-163.626,-161.021,-285.195,-395.227,-165.257,-284.625,-231.601,-4.236,0.57,-0.231601,-0.004236,0.00057
1725,-32.826,-32.451,-37.054,-42.77,-31.025,-36.23,-196.452,-193.472,-322.249,-437.997,-196.282,-320.855,-241.545,-2.81,1.394,-0.241545,-0.00281,0.001394
1726,30.707,29.947,26.354,19.016,30.56,26.135,-165.745,-163.525,-295.895,-418.981,-165.722,-294.72,-253.236,-2.197,1.175,-0.253236,-0.002197,0.001175
1727,-33.775,-35.724,-37.48,-44.576,-34.634,-36.89,-199.52,-199.249,-333.375,-463.557,-200.356,-331.61,-264.037,-1.107,1.765,-0.264037,-0.001107,0.001765
1728,-33.032,-35.118,-35.355,-44.006,-35.489,-36.195,-232.552,-234.367,-368.73,-507.563,-235.845,-367.805,-275.011,-1.478,0.925,-0.275011,-0.001478,0.000925
1729,31.474,29.89,29.884,22.291,29.966,29.559,-201.078,-204.477,-338.846,-485.272,-205.879,-338.246,-284.194,-1.402,0.6,-0.284194,-0.001402,0.0006
1730,-36.925,-38.443,-38.615,-45.044,-37.568,-38.628,-238.003,-242.92,-377.461,-530.316,-243.447,-376.874,-292.313,-0.527,0.587,-0.292313,-0.000527,0.000587
1731,-28.407,-29.238,-30.68,-38.448,-29.651,-32.278,-266.41,-272.158,-408.141,-568.764,-273.098,-409.152,-302.354,-0.94,-1.011,-0.302354,-0.00094,-0.001011
1732,26.843,26.336,23.111,16.685,26.576,22.249,-239.567,-245.822,-385.03,-552.079,-246.522,-386.903,-312.512,-0.7,-1.873,-0.312512,-0.0007,-0.001873
1733,-35.672,-35.357,-40.333,-45.513,-34.998,-40.136,-275.239,-281.179,-425.363,-597.592,-281.52,-427.039,-322.353,-0.341,-1.676,-0.322353,-0.000341,-0.001676
1734,-26.5,-24.992,-31.351,-37.208,-25.089,-31.022,-301.739,-306.171,-456.714,-634.8,-306.609,-458.061,-333.061,-0.438,-1.347,-0.333061,-0.000438,-0.001347
1735,27.157,28.081,20.75,13.837,26.94,20.572,-274.582,-278.09,-435.964,-620.963,-279.669,-437.489,-346.381,-1.579,-1.525,-0.346381,-0.001579,-0.001525
1736,-38.085,-38.028,-45.762,-49.792,-36.938,-43.563,-312.667,-316.118,-481.726,-670.755,-316.607,-481.052,-358.088,-0.489,0.674,-0.358088,-0.000489,0.000674
1737,-26.834,-27.569,-33.709,-38.916,-25.803,-31.292,-339.501,-343.687,-515.435,-709.671,-342.41,-512.344,-370.17,1.277,3.091,-0.37017,0.001277,0.003091
1738,25.791,25.295,19.925,10.798,23.781,19.537,-313.71,-318.392,-495.51,-698.873,-318.629,-492.807,-385.163,-0.237,2.703,-0.385163,-0.000237,0.002703
1739,-37.697,-38.024,-42.827,-51.023,-37.424,-41.614,-351.407,-356.416,-538.337,-749.896,-356.053,-534.421,-398.489,0.363,3.916,-0.398489,0.000363,0.003916
1740,-29.977,-29.978,-34.585,-41.415,-27.715,-32.562,-381.384,-386.394,-572.922,-791.311,-383.768,-566.983,-409.927,2.626,5.939,-0.409927,0.002626,0.005939
1741,30.763,30.202,25.273,13.503,26.14,21.107,-350.621,-356.192,-547.649,-777.808,-357.628,-545.876,-427.187,-1.436,1.773,-0.427187,-0.001436,0.001773
1742,-42.651,-42.043,-45.919,-52.828,-41.819,-46.051,-393.272,-398.235,-593.568,-830.636,-399.447,-591.927,-437.364,-1.212,1.641,-0.437364,-0.001212,0.001641
1743,-30.753,-30.669,-33.376,-38.968,-29.727,-32.443,-424.025,-428.904,-626.944,-869.604,-429.174,-624.37,-445.579,-0.27,2.574,-0.445579,-0.00027,0.002574
1744,29.495,30.196,27.987,18.307,27.493,25.869,-394.53,-398.708,-598.957,-851.297,-401.681,-598.501,-456.767,-2.973,0.456,-0.456767,-0.002973,0.000456
1745,-45.525,-44.409,-46.999,-54.887,-45.339,-46.57,-440.055,-443.117,-645.956,-906.184,-447.02,-645.071,-466.129,-3.903,0.885,-0.466129,-0.003903,0.000885
1746,-35.858,-35.317,-39.036,-43.884,-33.928,-36.351,-475.913,-478.434,-684.992,-950.068,-480.948,-681.422,-474.155,-2.514,3.57,-0.474155,-0.002514,0.00357
1747,29.201,29.4,24.693,16.969,28.591,25.202,-446.712,-449.034,-660.299,-933.099,-452.357,-656.22,-486.387,-3.323,4.079,-0.486387,-0.003323,0.004079
1748,-44.714,-45.177,-49.222,-58.854,-46.715,-50.219,-491.426,-494.211,-709.521,-991.953,-499.072,-706.439,-500.527,-4.861,3.082,-0.500527,-0.004861,0.003082
1749,-36.891,-37.579,-40.941,-48.683,-36.004,-40.255,-528.317,-531.79,-750.462,-1040.636,-535.076,-746.694,-512.319,-3.286,3.768,-0.512319,-0.003286,0.003768
1750,21.728,21.031,17.911,8.983,22.593,17.611,-506.589,-510.759,-732.551,-1031.653,-512.483,-729.083,-525.064,-1.724,3.468,-0.525064,-0.001724,0.003468
1751,-41.102,-40.988,-44.428,-57.178,-42.458,-48.188,-547.691,-551.747,-776.979,-1088.831,-554.941,-777.271,-541.14,-3.194,-0.292,-0.54114,-0.003194,-0.000292
1752,-38.082,-38.581,-41.044,-48.615,-35.357,-39.683,-585.773,-590.328,-818.023,-1137.446,-590.298,-816.954,-551.673,0.03,1.069,-0.551673,3E-05,0.001069
1753,20.36,19.728,18.031,8.086,20.378,16.84,-565.413,-570.6,-799.992,-1129.36,-569.92,-800.114,-563.947,0.68,-0.122,-0.563947,0.00068,-0.000122
1754,-40.177,-40.956,-43.904,-52.638,-40.645,-44.143,-605.59,-611.556,-843.896,-1181.998,-610.565,-844.257,-576.408,0.991,-0.361,-0.576408,0.000991,-0.000361
1755,-32.526,-33.14,-37.475,-44.794,-32.761,-36.399,-638.116,-644.696,-881.371,-1226.792,-643.326,-880.656,-588.676,1.37,0.715,-0.588676,0.00137,0.000715
1756,26.351,25.864,20.774,14.013,25.6,22.053,-611.765,-618.832,-860.597,-1212.779,-617.726,-858.603,-601.014,1.106,1.994,-0.601014,0.001106,0.001994
1757,-38.525,-39.569,-44.39,-49.815,-38.357,-42.355,-650.29,-658.401,-904.987,-1262.594,-656.083,-900.958,-612.304,2.318,4.029,-0.612304,0.002318,0.004029
1758,-34.292,-34.878,-38.886,-47.722,-35.777,-39.569,-684.582,-693.279,-943.873,-1310.316,-691.86,-940.527,-625.734,1.419,3.346,-0.625734,0.001419,0.003346
1759,29.797,29.836,26.606,16.849,29.385,25.839,-654.785,-663.443,-917.267,-1293.467,-662.475,-914.688,-638.682,0.968,2.579,-0.638682,0.000968,0.002579
1760,-43.22,-44.009,-45.637,-53.819,-42.319,-44.359,-698.005,-707.452,-962.904,-1347.286,-704.794,-959.047,-649.281,2.658,3.857,-0.649281,0.002658,0.003857
1761,-30.029,-30.981,-32.238,-43.502,-32.383,-34.452,-728.034,-738.433,-995.142,-1390.788,-737.177,-993.499,-662.754,1.256,1.643,-0.662754,0.001256,0.001643
1762,26.69,26.394,24.186,13.043,25.745,22.752,-701.344,-712.039,-970.956,-1377.745,-711.432,-970.747,-676.401,0.607,0.209,-0.676401,0.000607,0.000209
1763,-42.183,-42.355,-45.126,-56.228,-42.056,-45.288,-743.527,-754.394,-1016.082,-1433.973,-753.488,-1016.035,-690.446,0.906,0.047,-0.690446,0.000906,4.7E-05
1764,-29.39,-28.809,-32.275,-43.665,-28.525,-32.262,-772.917,-783.203,-1048.357,-1477.638,-782.013,-1048.297,-704.721,1.19,0.06,-0.704721,0.00119,6E-05
1765,24.098,24.369,21.738,7.614,21.441,18.996,-748.819,-758.834,-1026.619,-1470.024,-760.572,-1029.301,-721.205,-1.738,-2.682,-0.721205,-0.001738,-0.002682
1766,-42.087,-40.739,-43.804,-53.139,-40.413,-42.524,-790.906,-799.573,-1070.423,-1523.163,-800.985,-1071.825,-732.257,-1.412,-1.402,-0.732257,-0.001412,-0.001402
1767,-34.741,-33.73,-37.83,-44.472,-32.323,-34.943,-825.647,-833.303,-1108.253,-1567.635,-833.308,-1106.768,-741.988,-0.005,1.485,-0.741988,-5E-06,0.001485
1768,25.166,25.717,21.57,10.928,21.987,19.631,-800.481,-807.586,-1086.683,-1556.707,-811.321,-1087.137,-756.226,-3.735,-0.454,-0.756226,-0.003735,-0.000454
1769,-42.505,-41.794,-45.079,-53.163,-42.672,-44.081,-842.986,-849.38,-1131.762,-1609.87,-853.993,-1131.218,-766.884,-4.613,0.544,-0.766884,-0.004613,0.000544
1770,-38.071,-37.008,-39.879,-44.919,-34.395,-36.275,-881.057,-886.388,-1171.641,-1654.789,-888.388,-1167.493,-773.732,-2,4.148,-0.773732,-0.002,0.004148
1771,25.614,26.394,23.963,13.105,23.358,20.493,-855.443,-859.994,-1147.678,-1641.684,-865.03,-1147,-786.241,-5.036,0.678,-0.786241,-0.005036,0.000678
1772,-45.687,-46.013,-47.584,-54.33,-45.539,-48.476,-901.13,-906.007,-1195.262,-1696.014,-910.569,-1195.476,-794.884,-4.562,-0.214,-0.794884,-0.004562,-0.000214
1773,-38.289,-38.425,-41.457,-45.827,-35.583,-39.579,-939.419,-944.432,-1236.719,-1741.841,-946.152,-1235.055,-802.422,-1.72,1.664,-0.802422,-0.00172,0.001664
1774,23.252,23.045,18.521,9.292,21.392,16.416,-916.167,-921.387,-1218.198,-1732.549,-924.76,-1218.639,-816.382,-3.373,-0.441,-0.816382,-0.003373,-0.000441
1775,-47.236,-48.142,-52.989,-63.81,-48.728,-54.831,-963.403,-969.529,-1271.187,-1796.359,-973.488,-1273.47,-832.956,-3.959,-2.283,-0.832956,-0.003959,-0.002283
1776,-41.33,-41.335,-47.318,-55.635,-37.899,-44.762,-1004.733,-1010.864,-1318.505,-1851.994,-1011.387,-1318.232,-847.261,-0.523,0.273,-0.847261,-0.000523,0.000273
1777,20.697,20.933,15.302,4.55,21.613,15.693,-984.036,-989.931,-1303.203,-1847.444,-989.774,-1302.539,-863.408,0.157,0.664,-0.863408,0.000157,0.000664
1778,-47.547,-48.665,-53.033,-65.794,-49.688,-54.138,-1031.583,-1038.596,-1356.236,-1913.238,-1039.462,-1356.677,-881.655,-0.866,-0.441,-0.881655,-0.000866,-0.000441
1779,-41.178,-42.57,-45.638,-55.345,-41.632,-44.555,-1072.761,-1081.166,-1401.874,-1968.583,-1081.094,-1401.232,-895.822,0.072,0.642,-0.895822,7.2E-05,0.000642
1780,14.624,13.612,10.713,2.933,14.947,12.815,-1058.137,-1067.554,-1391.161,-1965.65,-1066.147,-1388.417,-907.513,1.407,2.744,-0.907513,0.001407,0.002744
1781,-44.16,-44.029,-47.712,-57.656,-47.366,-49.319,-1102.297,-1111.583,-1438.873,-2023.306,-1113.513,-1437.736,-921.009,-1.93,1.137,-0.921009,-0.00193,0.001137
1782,-40.626,-40.474,-43.201,-48.139,-39.694,-42.067,-1142.923,-1152.057,-1482.074,-2071.445,-1153.207,-1479.803,-928.522,-1.15,2.271,-0.928522,-0.00115,0.002271
1783,15.37,14.773,12.703,6.154,14.504,12.216,-1127.553,-1137.284,-1469.371,-2065.291,-1138.703,-1467.587,-937.738,-1.419,1.784,-0.937738,-0.001419,0.001784
1784,-44.118,-44.834,-47.123,-53.829,-45.529,-49.001,-1171.671,-1182.118,-1516.494,-2119.12,-1184.232,-1516.588,-947.449,-2.114,-0.094,-0.947449,-0.002114,-9.4E-05
1785,-37.469,-37.596,-39.629,-44.481,-35.829,-38.96,-1209.14,-1219.714,-1556.123,-2163.601,-1220.061,-1555.548,-954.461,-0.347,0.575,-0.954461,-0.000347,0.000575
1786,18.712,18.126,16.776,9.205,17.645,15.527,-1190.428,-1201.588,-1539.347,-2154.396,-1202.416,-1540.021,-963.968,-0.828,-0.674,-0.963968,-0.000828,-0.000674
1787,-46.577,-45.249,-48.522,-53.298,-43.293,-46.611,-1237.005,-1246.837,-1587.869,-2207.694,-1245.709,-1586.632,-970.689,1.128,1.237,-0.970689,0.001128,0.001237
1788,-37.07,-36.343,-41.719,-50.298,-36.847,-41.852,-1274.075,-1283.18,-1629.588,-2257.992,-1282.556,-1628.484,-983.917,0.624,1.104,-0.983917,0.000624,0.001104
1789,24.298,24.611,18.174,9.103,23.217,16.73,-1249.777,-1258.569,-1611.414,-2248.889,-1259.339,-1611.754,-999.112,-0.77,-0.34,-0.999112,-0.00077,-0.00034
1790,-46.618,-47.251,-53.594,-59.707,-46.687,-52.181,-1296.395,-1305.82,-1665.008,-2308.596,-1306.026,-1663.935,-1012.201,-0.206,1.073,-1.012201,-0.000206,0.001073
1791,-32.656,-32.808,-37.604,-47.427,-34.422,-39.265,-1329.051,-1338.628,-1702.612,-2356.023,-1340.448,-1703.2,-1026.972,-1.82,-0.588,-1.026972,-0.00182,-0.000588
1792,20.156,21.622,16.688,7.859,19.947,15.839,-1308.895,-1317.006,-1685.924,-2348.164,-1320.501,-1687.361,-1039.269,-3.495,-1.437,-1.039269,-0.003495,-0.001437
1793,-49.99,-48.498,-52.438,-58.172,-47.375,-50.545,-1358.885,-1365.504,-1738.362,-2406.336,-1367.876,-1737.906,-1047.451,-2.372,0.456,-1.047451,-0.002372,0.000456
1794,-35.745,-35.201,-37.901,-42.899,-33.467,-35.961,-1394.63,-1400.705,-1776.263,-2449.235,-1401.343,-1773.867,-1054.605,-0.638,2.396,-1.054605,-0.000638,0.002396
1795,19.616,19.208,17.013,9.822,18.607,16.604,-1375.014,-1381.497,-1759.25,-2439.413,-1382.736,-1757.263,-1064.399,-1.239,1.987,-1.064399,-0.001239,0.001987
1796,-49.09,-49.801,-50.33,-56.371,-49.392,-50.621,-1424.104,-1431.298,-1809.58,-2495.784,-1432.128,-1807.884,-1071.68,-0.83,1.696,-1.07168,-0.00083,0.001696
1797,-37.453,-38.132,-38.036,-41.501,-33.855,-34.902,-1461.557,-1469.43,-1847.616,-2537.285,-1465.983,-1842.786,-1075.728,3.447,4.83,-1.075728,0.003447,0.00483
1798,17.35,17.726,17.921,6.175,14.042,13.831,-1444.207,-1451.704,-1829.695,-2531.11,-1451.941,-1828.955,-1086.903,-0.237,0.74,-1.086903,-0.000237,0.00074
1799,-46.32,-45.424,-46.047,-55.115,-46.003,-47.245,-1490.527,-1497.128,-1875.742,-2586.225,-1497.944,-1876.2,-1095.698,-0.816,-0.458,-1.095698,-0.000816,-0.000458
1800,-43.324,-42.941,-43.322,-50.318,-40.802,-43.403,-1533.851,-1540.069,-1919.064,-2636.543,-1538.746,-1919.603,-1102.692,1.323,-0.539,-1.102692,0.001323,-0.000539
1801,21.347,21.116,18.859,9.986,19.465,16.447,-1512.504,-1518.953,-1900.205,-2626.557,-1519.281,-1903.156,-1114.053,-0.328,-2.951,-1.114053,-0.000328,-0.002951
1802,-54.798,-55.36,-58.833,-66.033,-55.735,-59.738,-1567.302,-1574.313,-1959.038,-2692.59,-1575.016,-1962.894,-1125.288,-0.703,-3.856,-1.125288,-0.000703,-0.003856
1803,-39.857,-40.314,-46.363,-49.376,-38.484,-44.042,-1607.159,-1614.627,-2005.401,-2741.966,-1613.5,-2006.936,-1134.807,1.127,-1.535,-1.134807,0.001127,-0.001535
1804,19.148,19.516,13.538,6.749,17.8,11.918,-1588.011,-1595.111,-1991.863,-2735.217,-1595.7,-1995.018,-1147.206,-0.589,-3.155,-1.147206,-0.000589,-0.003155
