year,ref_kn1003,ref_kn2004,ref_kn2005,ndep_kn2003,ndep_kn2004,ndep_kn2005,ref_kn2003_cum,ref_kn2004_cum,ref_kn2005_cum,ndep_kn2003_cum,ndep_kn2004,ndep_kn2005_cum,kn2003_effect,kn2004_effect,kn2005_effect,kn2003_effect,kn2004_effect,kn2005_effect
1907,-43.378,-42.273,-47.511,-19.661,-6.973,-7.116,-4054.081,-4044.587,-4662.462,-5093.978,-3140.602,-3771.707,-1039.897,903.985,890.755,-1.039897,0.903985,0.890755
1908,-34.98,-34.422,-39.296,-11.103,0.249,-0.556,-4089.061,-4079.009,-4701.758,-5105.081,-3140.353,-3772.263,-1016.02,938.656,929.495,-1.01602,0.938656,0.929495
1909,22.379,22.312,18.553,49.717,59.998,57.811,-4066.682,-4056.697,-4683.205,-5055.364,-3080.355,-3714.452,-988.682,976.342,968.753,-0.988682,0.976342,0.968753
1910,-51.574,-52.556,-53.938,-23.571,-12.725,-16.857,-4118.256,-4109.253,-4737.143,-5078.935,-3093.08,-3731.309,-960.679,1016.173,1005.834,-0.960679,1.016173,1.005834
1911,-36.572,-38.817,-36.574,-6.132,4.073,0.699,-4154.828,-4148.07,-4773.717,-5085.067,-3089.007,-3730.61,-930.239,1059.063,1043.107,-0.930239,1.059063,1.043107
1912,16.706,14.989,18.026,50.582,60.736,55.529,-4138.122,-4133.081,-4755.691,-5034.485,-3028.271,-3675.081,-896.363,1104.81,1080.61,-0.896363,1.10481,1.08061
1913,-49.025,-50.245,-48.484,-15.335,-5.159,-10.417,-4187.147,-4183.326,-4804.175,-5049.82,-3033.43,-3685.498,-862.673,1149.896,1118.677,-0.862673,1.149896,1.118677
1914,-37.64,-38.135,-36.839,-5.261,4.107,-0.53,-4224.787,-4221.461,-4841.014,-5055.081,-3029.323,-3686.028,-830.294,1192.138,1154.986,-0.830294,1.192138,1.154986
1915,23.611,22.998,24.385,54.794,63.667,60.284,-4201.176,-4198.463,-4816.629,-5000.287,-2965.656,-3625.744,-799.111,1232.807,1190.885,-0.799111,1.232807,1.190885
1916,-41.587,-41.505,-42.555,-13.907,-4.455,-7.046,-4242.763,-4239.968,-4859.184,-5014.194,-2970.111,-3632.79,-771.431,1269.857,1226.394,-0.771431,1.269857,1.226394
1917,-31.06,-29.34,-32.959,2.469,12.593,10.334,-4273.823,-4269.308,-4892.143,-5011.725,-2957.518,-3622.456,-737.902,1311.79,1269.687,-0.737902,1.31179,1.269687
1918,27.924,28.361,23.391,53.943,64.518,63.47,-4245.899,-4240.947,-4868.752,-4957.782,-2893,-3558.986,-711.883,1347.947,1309.766,-0.711883,1.347947,1.309766
1919,-40,-41.1,-45.96,-9.036,0.991,1.742,-4285.899,-4282.047,-4914.712,-4966.818,-2892.009,-3557.244,-680.919,1390.038,1357.468,-0.680919,1.390038,1.357468
1920,-32.921,-34.072,-38.887,2.493,11.674,14.133,-4318.82,-4316.119,-4953.599,-4964.325,-2880.335,-3543.111,-645.505,1435.784,1410.488,-0.645505,1.435784,1.410488
1921,28.561,28.248,23.149,62.507,71.077,74.056,-4290.259,-4287.871,-4930.45,-4901.818,-2809.258,-3469.055,-611.559,1478.613,1461.395,-0.611559,1.478613,1.461395
1922,-45.571,-47.061,-49.516,-11.166,-1.51,-0.343,-4335.83,-4334.932,-4979.966,-4912.984,-2810.768,-3469.398,-577.154,1524.164,1510.568,-0.577154,1.524164,1.510568
1923,-36.475,-39.523,-38.883,2.052,11.843,11.665,-4372.305,-4374.455,-5018.849,-4910.932,-2798.925,-3457.733,-538.627,1575.53,1561.116,-0.538627,1.57553,1.561116
1924,25.918,22.911,24.24,63.347,74.313,72.475,-4346.387,-4351.544,-4994.609,-4847.585,-2724.612,-3385.258,-501.198,1626.932,1609.351,-0.501198,1.626932,1.609351
1925,-47.344,-47.677,-46.044,-8.956,2.069,-0.298,-4393.731,-4399.221,-5040.653,-4856.541,-2722.543,-3385.556,-462.81,1676.678,1655.097,-0.46281,1.676678,1.655097
1926,-42.201,-39.52,-38.486,0.844,11.687,8.729,-4435.932,-4438.741,-5079.139,-4855.697,-2710.856,-3376.827,-419.765,1727.885,1702.312,-0.419765,1.727885,1.702312
1927,21.18,24.589,24.549,66.63,78.529,73.904,-4414.752,-4414.152,-5054.59,-4789.067,-2632.327,-3302.923,-374.315,1781.825,1751.667,-0.374315,1.781825,1.751667
1928,-50.526,-47.345,-47.542,-9.315,2.727,-3.155,-4465.278,-4461.497,-5102.132,-4798.382,-2629.6,-3306.078,-333.104,1831.897,1796.054,-0.333104,1.831897,1.796054
1929,-38.071,-34.194,-35.965,7.129,18.855,13.886,-4503.349,-4495.691,-5138.097,-4791.253,-2610.745,-3292.192,-287.904,1884.946,1845.905,-0.287904,1.884946,1.845905
1930,20.411,23.075,19.977,63.521,74.785,70.348,-4482.938,-4472.616,-5118.12,-4727.732,-2535.96,-3221.844,-244.794,1936.656,1896.276,-0.244794,1.936656,1.896276
1931,-39.797,-38.828,-41.741,-4.341,7.697,3.939,-4522.735,-4511.444,-5159.861,-4732.073,-2528.263,-3217.905,-209.338,1983.181,1941.956,-0.209338,1.983181,1.941956
1932,-35.235,-35.432,-38.635,1.053,14.132,10.24,-4557.97,-4546.876,-5198.496,-4731.02,-2514.131,-3207.665,-173.05,2032.745,1990.831,-0.17305,2.032745,1.990831
1933,24.209,23.503,20.921,64.237,75.611,73.896,-4533.761,-4523.373,-5177.575,-4666.783,-2438.52,-3133.769,-133.022,2084.853,2043.806,-0.133022,2.084853,2.043806
1934,-40.024,-40.069,-43.545,-2.804,5.062,6.065,-4573.785,-4563.442,-5221.12,-4669.587,-2433.458,-3127.704,-95.802,2129.984,2093.416,-0.095802,2.129984,2.093416
1935,-37.307,-36.224,-39.899,2.362,8.586,10.523,-4611.092,-4599.666,-5261.019,-4667.225,-2424.872,-3117.181,-56.133,2174.794,2143.838,-0.056133,2.174794,2.143838
1936,20.892,21.71,18.909,63.944,72.462,73.087,-4590.2,-4577.956,-5242.11,-4603.281,-2352.41,-3044.094,-13.081,2225.546,2198.016,-0.013081,2.225546,2.198016
1937,-42.923,-42.479,-42.882,1.525,9.222,10.01,-4633.123,-4620.435,-5284.992,-4601.756,-2343.188,-3034.084,31.367,2277.247,2250.908,0.031367,2.277247,2.250908
1938,-35.698,-36.83,-36.254,2.114,8.345,11.314,-4668.821,-4657.265,-5321.246,-4599.642,-2334.843,-3022.77,69.179,2322.422,2298.476,0.069179,2.322422,2.298476
1939,24.88,22.794,24.465,66.636,73.149,76.843,-4643.941,-4634.471,-5296.781,-4533.006,-2261.694,-2945.927,110.935,2372.777,2350.854,0.110935,2.372777,2.350854
1940,-46.563,-48.66,-47.002,-3.42,5.233,6.683,-4690.504,-4683.131,-5343.783,-4536.426,-2256.461,-2939.244,154.078,2426.67,2404.539,0.154078,2.42667,2.404539
1941,-33.19,-34.614,-33.739,10.857,21.526,19.571,-4723.694,-4717.745,-5377.522,-4525.569,-2234.935,-2919.673,198.125,2482.81,2457.849,0.198125,2.48281,2.457849
1942,25.547,24.833,23.712,65.213,76.521,72.36,-4698.147,-4692.912,-5353.81,-4460.356,-2158.414,-2847.313,237.791,2534.498,2506.497,0.237791,2.534498,2.506497
1943,-42.15,-41.737,-45.747,1.84,13.335,8.617,-4740.297,-4734.649,-5399.557,-4458.516,-2145.079,-2838.696,281.781,2589.57,2560.861,0.281781,2.58957,2.560861
1944,-31.749,-31.619,-36.207,12.995,24.997,19.98,-4772.046,-4766.268,-5435.764,-4445.521,-2120.082,-2818.716,326.525,2646.186,2617.048,0.326525,2.646186,2.617048
1945,24.697,24.889,20.327,67.536,79.456,74.952,-4747.349,-4741.379,-5415.437,-4377.985,-2040.626,-2743.764,369.364,2700.753,2671.673,0.369364,2.700753,2.671673
1946,-41.794,-42.545,-46.549,2.031,12.512,10.428,-4789.143,-4783.924,-5461.986,-4375.954,-2028.114,-2733.336,413.189,2755.81,2728.65,0.413189,2.75581,2.72865
1947,-34.733,-34.892,-37.897,18.598,27.657,26.97,-4823.876,-4818.816,-5499.883,-4357.356,-2000.457,-2706.366,466.52,2818.359,2793.517,0.46652,2.818359,2.793517
1948,19.857,21.415,18.398,70.476,79.012,80.235,-4804.019,-4797.401,-5481.485,-4286.88,-1921.445,-2626.131,517.139,2875.956,2855.354,0.517139,2.875956,2.855354
1949,-45.311,-43.38,-45.094,7.933,16.604,18.899,-4849.33,-4840.781,-5526.579,-4278.947,-1904.841,-2607.232,570.383,2935.94,2919.347,0.570383,2.93594,2.919347
1950,-38.913,-38.877,-38.837,17.864,26.843,29.355,-4888.243,-4879.658,-5565.416,-4261.083,-1877.998,-2577.877,627.16,3001.66,2987.539,0.62716,3.00166,2.987539
1951,27.028,24.885,26.865,79.178,88.816,90.195,-4861.215,-4854.773,-5538.551,-4181.905,-1789.182,-2487.682,679.31,3065.591,3050.869,0.67931,3.065591,3.050869
1952,-43.157,-46.669,-43.941,4.358,13.866,14.168,-4904.372,-4901.442,-5582.492,-4177.547,-1775.316,-2473.514,726.825,3126.126,3108.978,0.726825,3.126126,3.108978
1953,-33.03,-35.54,-32.69,23.385,31.723,31.694,-4937.402,-4936.982,-5615.182,-4154.162,-1743.593,-2441.82,783.24,3193.389,3173.362,0.78324,3.193389,3.173362
1954,25.33,25.874,27.793,85.357,92.425,91.816,-4912.072,-4911.108,-5587.389,-4068.805,-1651.168,-2350.004,843.267,3259.94,3237.385,0.843267,3.25994,3.237385
1955,-41.096,-39.462,-37.86,12.678,18.911,18.768,-4953.168,-4950.57,-5625.249,-4056.127,-1632.257,-2331.236,897.041,3318.313,3294.013,0.897041,3.318313,3.294013
1956,-32.873,-30.143,-30.906,25.721,30.895,31.592,-4986.041,-4980.713,-5656.155,-4030.406,-1601.362,-2299.644,955.635,3379.351,3356.511,0.955635,3.379351,3.356511
1957,29.033,33.312,29.897,93.502,99.926,101,-4957.008,-4947.401,-5626.258,-3936.904,-1501.436,-2198.644,1020.104,3445.965,3427.614,1.020104,3.445965,3.427614
1958,-42.774,-38.245,-44.349,14.008,21.631,22.586,-4999.782,-4985.646,-5670.607,-3922.896,-1479.805,-2176.058,1076.886,3505.841,3494.549,1.076886,3.505841,3.494549
1959,-33.478,-30.019,-37.108,26.21,34.64,35.489,-5033.26,-5015.665,-5707.715,-3896.686,-1445.165,-2140.569,1136.574,3570.5,3567.146,1.136574,3.5705,3.567146
1960,27.332,27.971,21.566,90.34,99.504,100.41,-5005.928,-4987.694,-5686.149,-3806.346,-1345.661,-2040.159,1199.582,3642.033,3645.99,1.199582,3.642033,3.64599
1961,-37.736,-38.137,-44.101,23.646,32.74,34.249,-5043.664,-5025.831,-5730.25,-3782.7,-1312.921,-2005.91,1260.964,3712.91,3724.34,1.260964,3.71291,3.72434
1962,-35.293,-37.023,-42.046,26.334,35.32,37.811,-5078.957,-5062.854,-5772.296,-3756.366,-1277.601,-1968.099,1322.591,3785.253,3804.197,1.322591,3.785253,3.804197
1963,23.799,20.792,18.718,91.777,99.754,102.985,-5055.158,-5042.062,-5753.578,-3664.589,-1177.847,-1865.114,1390.569,3864.215,3888.464,1.390569,3.864215,3.888464
1964,-38.198,-41.647,-40.997,28.495,35.732,38.866,-5093.356,-5083.709,-5794.575,-3636.094,-1142.115,-1826.248,1457.262,3941.594,3968.327,1.457262,3.941594,3.968327
1965,-35.498,-40.002,-36.86,28.455,34.961,36.96,-5128.854,-5123.711,-5831.435,-3607.639,-1107.154,-1789.288,1521.215,4016.557,4042.147,1.521215,4.016557,4.042147
1966,18.434,15.579,18.882,90.356,95.56,98,-5110.42,-5108.132,-5812.553,-3517.283,-1011.594,-1691.288,1593.137,4096.538,4121.265,1.593137,4.096538,4.121265
1967,-43.512,-42.36,-41.51,31.866,37.021,40.497,-5153.932,-5150.492,-5854.063,-3485.417,-974.573,-1650.791,1668.515,4175.919,4203.272,1.668515,4.175919,4.203272
1968,-37.749,-34.767,-35.11,31.699,37.508,40.69,-5191.681,-5185.259,-5889.173,-3453.718,-937.065,-1610.101,1737.963,4248.194,4279.072,1.737963,4.248194,4.279072
1969,21.966,24.683,23.365,92.05,97.188,100.587,-5169.715,-5160.576,-5865.808,-3361.668,-839.877,-1509.514,1808.047,4320.699,4356.294,1.808047,4.320699,4.356294
1970,-46.674,-44.403,-45.776,25.916,30.51,33.336,-5216.389,-5204.979,-5911.584,-3335.752,-809.367,-1476.178,1880.637,4395.612,4435.406,1.880637,4.395612,4.435406
1971,-30.484,-27.424,-31.944,40.187,43.752,46.821,-5246.873,-5232.403,-5943.528,-3295.565,-765.615,-1429.357,1951.308,4466.788,4514.171,1.951308,4.466788,4.514171
1972,24.027,26.072,19.758,91.726,96.157,98.882,-5222.846,-5206.331,-5923.77,-3203.839,-669.458,-1330.475,2019.007,4536.873,4593.295,2.019007,4.536873,4.593295
1973,-40.136,-37.871,-43.54,28.183,33.017,36.252,-5262.982,-5244.202,-5967.31,-3175.656,-636.441,-1294.223,2087.326,4607.761,4673.087,2.087326,4.607761,4.673087
1974,-29.81,-28.399,-33.106,41.302,44.865,47.915,-5292.792,-5272.601,-6000.416,-3134.354,-591.576,-1246.308,2158.438,4681.025,4754.108,2.158438,4.681025,4.754108
1975,29.44,29.244,26.071,98.991,101.888,105.506,-5263.352,-5243.357,-5974.345,-3035.363,-489.688,-1140.802,2227.989,4753.669,4833.543,2.227989,4.753669,4.833543
1976,-37.725,-39.704,-41.119,34.43,35.976,39.889,-5301.077,-5283.061,-6015.464,-3000.933,-453.712,-1100.913,2300.144,4829.349,4914.551,2.300144,4.829349,4.914551
1977,-26.352,-28.048,-28.761,50.379,50.96,55.84,-5327.429,-5311.109,-6044.225,-2950.554,-402.752,-1045.073,2376.875,4908.357,4999.152,2.376875,4.908357,4.999152
1978,28.299,26.396,27.703,103.254,102.478,109.385,-5299.13,-5284.713,-6016.522,-2847.3,-300.274,-935.688,2451.83,4984.439,5080.834,2.45183,4.984439,5.080834
1979,-36.282,-38.049,-36.374,40.289,38.761,46.412,-5335.412,-5322.762,-6052.896,-2807.011,-261.513,-889.276,2528.401,5061.249,5163.62,2.528401,5.061249,5.16362
1980,-32.549,-33.647,-33.08,54.839,52.503,59.979,-5367.961,-5356.409,-6085.976,-2752.172,-209.01,-829.297,2615.789,5147.399,5256.679,2.615789,5.147399,5.256679
1981,30.286,31.415,30.508,111.812,109.864,116.819,-5337.675,-5324.994,-6055.468,-2640.36,-99.146,-712.478,2697.315,5225.848,5342.99,2.697315,5.225848,5.34299
1982,-40.451,-38.113,-37.882,36.978,34.55,42.028,-5378.126,-5363.107,-6093.35,-2603.382,-64.596,-670.45,2774.744,5298.511,5422.9,2.774744,5.298511,5.4229
1983,-31.82,-30.337,-29.212,55.843,53.415,61.25,-5409.946,-5393.444,-6122.562,-2547.539,-11.181,-609.2,2862.407,5382.263,5513.362,2.862407,5.382263,5.513362
1984,27.22,28.646,29.175,114.478,112.207,119.894,-5382.726,-5364.798,-6093.387,-2433.061,101.026,-489.306,2949.665,5465.824,5604.081,2.949665,5.465824,5.604081
1985,-37.917,-37.094,-38.84,38.508,35.215,42.232,-5420.643,-5401.892,-6132.227,-2394.553,136.241,-447.074,3026.09,5538.133,5685.153,3.02609,5.538133,5.685153
1986,-31.059,-30.539,-33.762,51.398,48.763,55.506,-5451.702,-5432.431,-6165.989,-2343.155,185.004,-391.568,3108.547,5617.435,5774.421,3.108547,5.617435,5.774421
1987,31.671,31.237,26.731,114.532,111.967,118.029,-5420.031,-5401.194,-6139.258,-2228.623,296.971,-273.539,3191.408,5698.165,5865.719,3.191408,5.698165,5.865719
1988,-37.515,-39.443,-44.598,36.881,34.911,40.175,-5457.546,-5440.637,-6183.856,-2191.742,331.882,-233.364,3265.804,5772.519,5950.492,3.265804,5.772519,5.950492
1989,-27.67,-31.244,-35.511,51.08,48.239,53.141,-5485.216,-5471.881,-6219.367,-2140.662,380.121,-180.223,3344.554,5852.002,6039.144,3.344554,5.852002,6.039144
1990,28.676,23.941,22.281,109.473,105.442,112.01,-5456.54,-5447.94,-6197.086,-2031.189,485.563,-68.213,3425.351,5933.503,6128.873,3.425351,5.933503,6.128873
1991,-34.275,-39.361,-38.755,41.813,36.144,43.265,-5490.815,-5487.301,-6235.841,-1989.376,521.707,-24.948,3501.439,6009.008,6210.893,3.501439,6.009008,6.210893
1992,-33.748,-36.763,-33.826,49.112,41.678,49.633,-5524.563,-5524.064,-6269.667,-1940.264,563.385,24.685,3584.299,6087.449,6294.352,3.584299,6.087449,6.294352
1993,21.408,22.582,25.398,112.402,105.302,113.2,-5503.155,-5501.482,-6244.269,-1827.862,668.687,137.885,3675.293,6170.169,6382.154,3.675293,6.170169,6.382154
1994,-46.607,-42.67,-41.324,41.945,34.182,42.93,-5549.762,-5544.152,-6285.593,-1785.917,702.869,180.815,3763.845,6247.021,6466.408,3.763845,6.247021,6.466408
1995,-38.072,-33.07,-33.791,47.619,39.32,48.13,-5587.834,-5577.222,-6319.384,-1738.298,742.189,228.945,3849.536,6319.411,6548.329,3.849536,6.319411,6.548329
1996,18.665,23.745,21.365,112.124,103.416,112.517,-5569.169,-5553.477,-6298.019,-1626.174,845.605,341.462,3942.995,6399.082,6639.481,3.942995,6.399082,6.639481
1997,-43.88,-39.625,-43.221,47.947,39.603,47.907,-5613.049,-5593.102,-6341.24,-1578.227,885.208,389.369,4034.822,6478.31,6730.609,4.034822,6.47831,6.730609
1998,-38.706,-35.503,-38.755,48.224,38.703,46.854,-5651.755,-5628.605,-6379.995,-1530.003,923.911,436.223,4121.752,6552.516,6816.218,4.121752,6.552516,6.816218
1999,25.527,28.046,23.842,111.763,102.132,109.641,-5626.228,-5600.559,-6356.153,-1418.24,1026.043,545.864,4207.988,6626.602,6902.017,4.207988,6.626602,6.902017
2000,-42.287,-41.13,-46.844,43.99,34.521,41.218,-5668.515,-5641.689,-6402.997,-1374.25,1060.564,587.082,4294.265,6702.253,6990.079,4.294265,6.702253,6.990079
2001,-28.477,-27.581,-34.709,57.574,47.256,54.128,-5696.992,-5669.27,-6437.706,-1316.676,1107.82,641.21,4380.316,6777.09,7078.916,4.380316,6.77709,7.078916
2002,29.181,27.52,22.443,108.593,97.879,105.488,-5667.811,-5641.75,-6415.263,-1208.083,1205.699,746.698,4459.728,6847.449,7161.961,4.459728,6.847449,7.161961
2003,-33.307,-36.691,-39.544,45.344,34.252,42.245,-5701.118,-5678.441,-6454.807,-1162.739,1239.951,788.943,4538.379,6918.392,7243.75,4.538379,6.918392,7.24375
2004,-23.708,-28.783,-29.277,61.879,51.172,59.346,-5724.826,-5707.224,-6484.084,-1100.86,1291.123,848.289,4623.966,6998.347,7332.373,4.623966,6.998347,7.332373
2005,29.372,24.991,27.762,112.562,101.573,109.511,-5695.454,-5682.233,-6456.322,-988.298,1392.696,957.8,4707.156,7074.929,7414.122,4.707156,7.074929,7.414122
2006,-39.062,-40.821,-37.422,43.881,32.608,40.763,-5734.516,-5723.054,-6493.744,-944.417,1425.304,998.563,4790.099,7148.358,7492.307,4.790099,7.148358,7.492307
2007,-32.499,-31.661,-29.228,58.296,46.447,55.479,-5767.015,-5754.715,-6522.972,-886.121,1471.751,1054.042,4880.894,7226.466,7577.014,4.880894,7.226466,7.577014
2008,24.921,25.727,27.151,116.434,103.453,113.37,-5742.094,-5728.988,-6495.821,-769.687,1575.204,1167.412,4972.407,7304.192,7663.233,4.972407,7.304192,7.663233
2009,-36.726,-37.048,-37.125,45.876,31.715,41.45,-5778.82,-5766.036,-6532.946,-723.811,1606.919,1208.862,5055.009,7372.955,7741.808,5.055009,7.372955,7.741808
2010,-34.371,-34.846,-34.96,56.486,41.983,50.512,-5813.191,-5800.882,-6567.906,-667.325,1648.902,1259.374,5145.866,7449.784,7827.28,5.145866,7.449784,7.82728
2011,28.18,28.601,27.665,125.619,108.941,117.259,-5785.011,-5772.281,-6540.241,-541.706,1757.843,1376.633,5243.305,7530.124,7916.874,5.243305,7.530124,7.916874